"stf","etf","countallrows","stfe","etfe","duration","tps","minstarttime","maxendtime","avglatency","maxlatency","minlatency","stddevlatency","variancelatency","maxinvalidcounter","maxexististingcounter","maxerrorcounter","maxvalidcounter","cumulativecount","run_id"
"2022-07-19 12:12:39+02","2022-07-19 12:17:49+02",120198,1658225559,1658225869,310,387.73548387096776,9166526301354952.0,9166841221985754.0,4.24126391454105,10.24,1.29,1.4618305798529885,2.1369486441933243,0,0,0,30051,1,"4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000"
"2022-07-23 16:15:42+02","2022-07-23 16:21:05+02",6300,1658585742,1658586065,323,19.5046439628483,9526708797241482.0,9527036678016900.0,249.50164126984293,321.04,183.27,44.843436831913486,2010.933826897815,120455,0,0,2400,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-8-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
"2022-07-18 22:09:55+02","2022-07-18 22:10:21+02",10000,1658174995,1658175021,26,384.61538461538464,9115962214407942.0,9115987474141708.0,5.8531640000000085,11.62,1.14,2.869250583165396,8.232598908994964,11197,0,0,10000,1,"4000000-grapheneConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-graphene-rl-400-bi-10-opt-100-notpc-1"
"2022-07-19 21:10:54+02","2022-07-19 21:11:15+02",146,1658257854,1658257875,21,6.9523809523809526,9198821267823856.0,9198841875877992.0,14.976780821917808,20.59,7.44,4.678860299619322,21.89173370335381,18210,0,0,39,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-5"
"2022-07-19 18:00:35+02","2022-07-19 18:05:54+02",120442,1658246435,1658246754,319,377.56112852664575,9187402427657784.0,9187724348458864.0,15.975122548612552,26.86,3.32,4.860754001650488,23.62692946456123,0,0,0,30112,1,"4000000-quorumConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10"
"2022-07-19 12:27:38+02","2022-07-19 12:32:47+02",120198,1658226458,1658226767,309,388.99029126213594,9167424609117898.0,9167739071270920.0,4.1864040167058265,10.44,1.36,1.4533379239909616,2.112191121310358,66,0,0,30051,1,"4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000"
"2022-07-19 10:45:54+02","2022-07-19 10:51:04+02",120152,1658220354,1658220664,310,387.5870967741935,9161320938656884.0,9161635912592184.0,1.1723573473600135,10.21,0.45,0.47888938105093787,0.2293350392833504,0,0,0,30040,1,"4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
"2022-07-19 21:00:11+02","2022-07-19 21:05:29+02",70101,1658257211,1658257529,318,220.4433962264151,9198178201014330.0,9198500269288504.0,16.307571076018874,25.2,7,4.231360985289837,17.90441578783298,0,0,0,17758,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-5"
"2022-07-23 15:54:48+02","2022-07-23 16:00:19+02",8400,1658584488,1658584819,331,25.377643504531722,9525454668656380.0,9525790872007166.0,231.13907738095335,327.24,110.35,63.227251716393994,3997.6853596082474,120039,0,0,3300,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
"2022-07-19 10:31:05+02","2022-07-19 10:36:05+02",60150,1658219465,1658219765,300,200.5,9160432062457822.0,9160737182158696.0,0.36977190357439904,0.66,0.09,0.14482795397846274,0.02097513625358772,29,0,0,15039,1,"4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
"2022-07-23 14:48:33+02","2022-07-23 14:54:03+02",8500,1658580513,1658580843,330,25.757575757575758,9521479805027236.0,9521815225210754.0,227.37117176470483,327.74,110.55,60.80322343729675,3697.0319803658326,120095,0,0,3300,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
"2022-07-18 17:41:12+02","2022-07-18 17:47:56+02",1,1658158872,1658159276,404,0.0024752475247524753,9099844321761980.0,9100248268138300.0,403.94,403.94,403.94,NULL,NULL,0,0,0,1,1,"4000000-cordaConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-5-cordaenterprise-rl-10"
"2022-07-18 19:33:28+02","2022-07-18 19:36:57+02",9499,1658165608,1658165817,209,45.44976076555024,9106574873722540.0,9106783545280612.0,14.317240762185243,46.53,1.72,9.71748793466759,94.42957176041018,6401,0,0,9499,1,"4000000-grapheneConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-graphene-rl-50-bi-5-opt-100-notpc-1"
"2022-07-18 15:26:50+02","2022-07-18 15:31:52+02",12104,1658150810,1658151112,302,40.079470198675494,9091776829144184.0,9092083531624964.0,0.3406014540647651,4.31,0.14,0.49431762563558007,0.24434991501399747,0,0,0,3026,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-19 22:41:52+02","2022-07-19 22:42:15+02",1610,1658263312,1658263335,23,70,9204279097235964.0,9204306961281912.0,19.016378881987574,22.7,17.44,1.5975673296700466,2.552221372829083,19132,0,0,661,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-6-quorum-rl-400-ib-5"
"2022-07-18 19:44:30+02","2022-07-18 19:48:06+02",8300,1658166270,1658166486,216,38.425925925925924,9107237218698662.0,9107453131150580.0,12.57179036144581,24.91,3.58,5.133099029894945,26.34870565070842,8399,0,0,8300,1,"4000000-grapheneConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-graphene-rl-50-bi-5-opt-100-notpc-1"
"2022-07-19 19:15:44+02","2022-07-19 19:21:06+02",57426,1658250944,1658251266,322,178.3416149068323,9191910631350960.0,9192232738069924.0,19.678285793891273,35.37,5.36,5.535901670403094,30.646207304371767,0,0,0,14699,1,"4000000-quorumConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10"
"2022-07-20 09:39:48+02","2022-07-20 09:44:57+02",69564,1658302788,1658303097,309,225.126213592233,9243755117554376.0,9244066684132408.0,16.348539474440454,26.17,4.72,4.436863258779947,19.685755577111408,0,0,0,17769,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5"
"2022-07-23 20:39:24+02","2022-07-23 20:44:53+02",6300,1658601564,1658601893,329,19.148936170212767,9542530545322560.0,9542860331302252.0,197.07406507936545,323.76,6.98,77.39646838412688,5990.213318335152,60575,0,0,2200,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-1"
"2022-07-24 10:38:09+02","2022-07-24 10:43:42+02",6500,1658651889,1658652222,333,19.51951951951952,9592855832213448.0,9593188480058122.0,198.16443692307382,326.58,6.79,77.80557989155909,6053.708262261784,60405,0,0,2200,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
"2022-07-23 14:07:01+02","2022-07-23 14:12:31+02",8800,1658578021,1658578351,330,26.666666666666668,9518988293856420.0,9519322353448404.0,215.18627272727062,325.53,13.21,65.89574579493268,4342.2493138703885,119902,0,0,3200,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
