"cnt","sumnof","sumnoa","minbn","maxbn","received_time","run_id"
4,2000,2000,692,692,"2022-07-19 11:05:21+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
4,2000,2000,61,61,"2022-07-19 10:47:04+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
8,800,800,21,22,"2022-07-19 10:16:37+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
4,400,400,110,110,"2022-07-23 15:46:26+02","4000000-sawtoothConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
3,0,0,190,192,"2022-07-19 21:11:24+02","4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-5"
4,2000,2000,165,165,"2022-07-19 10:49:14+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
3,0,0,372,374,"2022-07-20 10:06:14+02","4000000-quorumConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5"
1,13,1300,295,295,"2022-07-18 19:45:23+02","4000000-grapheneConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-graphene-rl-50-bi-5-opt-100-notpc-1"
8,800,800,89,90,"2022-07-19 10:17:11+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
2,1000,1000,230,230,"2022-07-19 10:50:35+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
2,200,200,67,67,"2022-07-24 10:47:53+02","4000000-sawtoothConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
3,6000,6000,397,397,"2022-07-19 11:40:47+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
4,400,400,183,183,"2022-07-24 14:19:48+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
3,300,300,70,70,"2022-07-23 13:11:25+02","4000000-sawtoothConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
3,600,600,49,49,"2022-07-23 19:37:27+02","4000000-sawtoothConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-10-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
4,800,800,107,107,"2022-07-23 15:01:54+02","4000000-sawtoothConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
2,200,200,254,254,"2022-07-24 10:58:52+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
1,100,100,221,221,"2022-07-24 14:21:21+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
2,3159,3159,60,61,"2022-07-20 09:40:12+02","4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5"
4,400,400,151,151,"2022-07-24 11:26:42+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,2000,2000,579,579,"2022-07-19 11:03:00+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
1,1142,1142,85,85,"2022-07-19 22:32:47+02","4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-quorum-rl-400-ib-5"
4,800,800,15,15,"2022-07-24 14:05:06+02","4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
1,3988,3988,49,49,"2022-07-19 18:03:39+02","4000000-quorumConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10"
4,2000,2000,493,493,"2022-07-19 11:01:12+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
3,6000,6000,431,434,"2022-07-19 11:50:21+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
4,8000,8000,89,89,"2022-07-19 12:21:36+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000"
8,800,800,1701,1702,"2022-07-19 10:35:10+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
2,600,600,53,53,"2022-07-23 16:03:24+02","4000000-sawtoothConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
4,800,800,69,69,"2022-07-23 15:43:12+02","4000000-sawtoothConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
3,300,300,172,172,"2022-07-24 11:57:16+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
8,800,800,1113,1114,"2022-07-19 10:27:36+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
3,0,0,241,243,"2022-07-19 22:45:45+02","4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-6-quorum-rl-400-ib-5"
4,8000,8000,128,128,"2022-07-19 12:27:43+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000"
1,2000,2000,32,32,"2022-07-19 18:00:44+02","4000000-quorumConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10"
3,6000,6000,307,307,"2022-07-19 11:38:19+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
1,100,100,204,204,"2022-07-24 11:29:32+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,400,400,213,213,"2022-07-24 11:29:52+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,400,400,85,85,"2022-07-23 15:00:09+02","4000000-sawtoothConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
4,400,400,152,152,"2022-07-23 20:55:56+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-1"
4,400,400,163,163,"2022-07-24 11:56:46+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
3,6000,6000,513,545,"2022-07-19 11:52:55+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
4,8000,8000,384,384,"2022-07-19 11:40:26+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
4,2000,2000,508,508,"2022-07-19 11:01:31+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
8,800,800,475,476,"2022-07-19 10:20:24+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
3,0,0,237,239,"2022-07-19 23:32:59+02","4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-7-quorum-rl-400-ib-5"
4,400,400,196,196,"2022-07-23 20:58:23+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-1"
4,1600,1600,21,21,"2022-07-23 18:39:50+02","4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-9-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
1,100,100,76,76,"2022-07-23 20:50:00+02","4000000-sawtoothConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-1"
3,600,600,29,29,"2022-07-24 14:07:07+02","4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
3,6000,6000,381,381,"2022-07-19 11:40:21+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
1,3001,3001,111,111,"2022-07-19 19:28:56+02","4000000-quorumConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10"
4,8000,8000,116,145,"2022-07-19 11:28:15+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
3,6000,6000,88,111,"2022-07-19 11:27:25+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
4,8000,8000,236,236,"2022-07-19 11:36:20+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
4,8000,8000,429,433,"2022-07-19 11:50:20+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
8,800,800,1165,1166,"2022-07-19 10:28:02+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
4,800,800,24,24,"2022-07-23 13:09:43+02","4000000-sawtoothConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,400,400,203,203,"2022-07-23 20:58:40+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-1"
1,1,100,1589,1589,"2022-07-18 21:36:35+02","4000000-grapheneConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-graphene-rl-400-bi-2-opt-100-notpc-1"
8,800,800,1607,1608,"2022-07-19 10:34:23+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
4,8000,8000,67,67,"2022-07-19 12:19:46+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000"
8,800,800,727,728,"2022-07-19 10:24:23+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
2,200,200,241,241,"2022-07-24 11:59:51+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,2000,2000,359,359,"2022-07-19 10:55:44+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
8,800,800,1415,1416,"2022-07-19 10:32:47+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
1,3041,3041,108,108,"2022-07-19 19:28:27+02","4000000-quorumConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10"
2,4000,4000,45,45,"2022-07-19 12:16:01+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000"
1,1182,1182,92,92,"2022-07-19 21:50:38+02","4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-5-quorum-rl-400-ib-5"
3,6000,6000,52,58,"2022-07-19 11:26:05+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
3,600,600,25,25,"2022-07-24 11:45:00+02","4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
6,0,0,232,234,"2022-07-19 23:32:34+02","4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-7-quorum-rl-400-ib-5"
21,759,759,266,280,"2022-07-19 18:32:04+02","4000000-quorumConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-1"
1,100,100,89,89,"2022-07-24 11:51:42+02","4000000-sawtoothConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,8000,8000,162,210,"2022-07-19 11:29:40+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
2,800,800,20,20,"2022-07-23 15:37:58+02","4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
4,8000,8000,158,203,"2022-07-19 11:29:32+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
2,400,400,6,6,"2022-07-24 10:40:10+02","4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,2000,2000,45,45,"2022-07-19 10:46:44+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
6,0,0,336,338,"2022-07-19 23:41:17+02","4000000-quorumConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-7-quorum-rl-400-ib-5"
3,300,300,89,89,"2022-07-24 11:51:43+02","4000000-sawtoothConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
3,0,0,228,230,"2022-07-19 22:01:59+02","4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-5-quorum-rl-400-ib-5"
2,4000,4000,64,64,"2022-07-19 12:17:35+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000"
1,5132,5132,120,120,"2022-07-19 19:30:27+02","4000000-quorumConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10"
4,400,400,100,100,"2022-07-24 14:14:25+02","4000000-sawtoothConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,800,800,19,19,"2022-07-23 20:43:23+02","4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-1"
4,400,400,99,99,"2022-07-24 10:50:51+02","4000000-sawtoothConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,400,400,172,172,"2022-07-24 11:27:58+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,800,800,82,82,"2022-07-23 20:50:36+02","4000000-sawtoothConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-1"
3,0,0,384,386,"2022-07-20 10:07:15+02","4000000-quorumConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5"
3,6000,6000,606,623,"2022-07-19 11:54:48+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
4,2000,2000,679,679,"2022-07-19 11:05:05+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
4,2000,2000,469,469,"2022-07-19 10:58:02+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
1,7,700,435,435,"2022-07-18 20:51:17+02","4000000-grapheneConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-graphene-rl-400-bi-2-opt-100-notpc-1"
2,10,1000,51,51,"2022-07-18 19:12:15+02","4000000-grapheneConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-graphene-rl-50-bi-5-opt-100-notpc-1"
2,11,1100,321,322,"2022-07-18 19:50:19+02","4000000-grapheneConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-graphene-rl-50-bi-5-opt-100-notpc-1"
3,300,300,226,226,"2022-07-24 10:58:05+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
1,3973,3973,52,52,"2022-07-19 18:04:13+02","4000000-quorumConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10"
4,400,400,264,264,"2022-07-24 12:00:23+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
8,800,800,881,882,"2022-07-19 10:25:40+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
2,2353,2353,76,77,"2022-07-19 22:31:59+02","4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-quorum-rl-400-ib-5"
8,800,800,683,684,"2022-07-19 10:24:01+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
6,0,0,230,232,"2022-07-19 22:02:11+02","4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-5-quorum-rl-400-ib-5"
8,800,800,1259,1260,"2022-07-19 10:31:29+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
3,6000,6000,117,134,"2022-07-19 11:27:59+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
4,400,400,150,150,"2022-07-24 11:26:38+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
8,800,800,483,484,"2022-07-19 10:20:28+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
4,1200,1200,23,23,"2022-07-23 14:12:17+02","4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
4,2000,2000,719,719,"2022-07-19 11:05:55+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
3,0,0,180,182,"2022-07-19 23:28:17+02","4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-7-quorum-rl-400-ib-5"
4,400,400,142,142,"2022-07-23 14:21:41+02","4000000-sawtoothConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
3,3786,3786,235,237,"2022-07-20 09:54:47+02","4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5"
4,2000,2000,25,25,"2022-07-19 10:46:19+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
2,200,200,274,274,"2022-07-24 12:00:36+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
3,0,0,378,380,"2022-07-19 22:14:28+02","4000000-quorumConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-5-quorum-rl-400-ib-5"
8,800,800,821,822,"2022-07-19 10:25:10+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
8,800,800,365,366,"2022-07-19 10:19:29+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
4,800,800,30,30,"2022-07-23 13:09:59+02","4000000-sawtoothConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,400,400,104,104,"2022-07-24 14:14:45+02","4000000-sawtoothConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,400,400,187,187,"2022-07-24 10:56:32+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
2,4000,4000,552,568,"2022-07-19 11:53:27+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
9,0,0,246,248,"2022-07-19 22:46:11+02","4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-6-quorum-rl-400-ib-5"
4,2000,2000,482,482,"2022-07-19 10:58:18+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
1,100,100,96,96,"2022-07-23 20:51:53+02","4000000-sawtoothConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-1"
3,300,300,178,178,"2022-07-23 14:23:15+02","4000000-sawtoothConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
4,2000,2000,332,332,"2022-07-19 10:55:11+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
1,2000,2000,408,408,"2022-07-19 11:41:04+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
8,800,800,27,28,"2022-07-19 10:16:40+02","4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
3,0,0,353,355,"2022-07-19 22:12:24+02","4000000-quorumConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-5-quorum-rl-400-ib-5"
4,800,800,28,28,"2022-07-24 11:15:32+02","4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,2000,2000,488,488,"2022-07-19 11:01:06+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
8,800,800,1513,1514,"2022-07-19 10:33:36+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
8,800,800,1355,1356,"2022-07-19 10:32:17+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100"
4,2000,2000,3,3,"2022-07-23 14:09:15+02","4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2"
2,400,400,26,26,"2022-07-24 10:43:12+02","4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,400,400,144,144,"2022-07-23 20:55:24+02","4000000-sawtoothConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-1"
4,8000,8000,133,133,"2022-07-19 12:28:08+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000"
4,8000,8000,385,385,"2022-07-19 11:40:27+02","4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000"
4,800,800,19,19,"2022-07-24 14:05:41+02","4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10"
4,2000,2000,581,581,"2022-07-19 11:03:02+02","4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500"
2,6592,6592,112,113,"2022-07-19 19:29:17+02","4000000-quorumConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10"
