"stf","etf","countallrows","stfe","etfe","duration","tps","minstarttime","maxendtime","avglatency","maxlatency","minlatency","stddevlatency","variancelatency","maxinvalidcounter","maxexististingcounter","maxerrorcounter","maxvalidcounter","cumulativecount","run_id"
"2022-07-18 15:26:50+02","2022-07-18 15:26:53+02",52,1658150810,1658150813,3,17.333333333333332,9091776829144184.0,9091785006729328.0,2.8715384615384605,3.58,2.05,0.37027485612709354,0.1371034690799398,0,0,0,2936,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:26:50+02","2022-07-18 15:26:54+02",52,1658150810,1658150814,4,13,9091776829256868.0,9091786360079924.0,3.3484615384615375,4.17,2.64,0.5055859912716488,0.2556171945701357,0,0,0,2986,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:26:51+02","2022-07-18 15:26:55+02",39,1658150811,1658150815,4,9.75,9091778424521760.0,9091787307070134.0,3.0464102564102564,3.48,2.39,0.25749284281813367,0.0663025641025641,0,0,0,3016,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:26:51+02","2022-07-18 15:26:56+02",39,1658150811,1658150816,5,7.8,9091779325891530.0,9091788342107496.0,3.2284615384615374,4.31,2.52,0.36621491002400025,0.1341133603238866,0,0,0,2883,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:26:52+02","2022-07-18 15:26:57+02",44,1658150812,1658150817,5,8.8,9091780025918218.0,9091789368472544.0,2.9595454545454545,3.4,2.51,0.1992655648316979,0.039706765327695605,0,0,0,2838,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:26:54+02","2022-07-18 15:26:58+02",56,1658150814,1658150818,4,14,9091781324712796.0,9091790389167100.0,2.8883928571428568,3.73,2.35,0.32995744511135916,0.10887191558441559,0,0,0,2979,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:26:55+02","2022-07-18 15:26:59+02",57,1658150815,1658150819,4,14.25,9091782725824412.0,9091791421531576.0,2.458947368421052,3.06,1.96,0.23685954405305804,0.056102443609022536,0,0,0,3012,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:26:56+02","2022-07-18 15:27:00+02",58,1658150816,1658150820,4,14.5,9091784024870528.0,9091792386155592.0,1.9820689655172417,2.45,1.57,0.21704360157552674,0.047107924984875996,0,0,0,2954,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:26:57+02","2022-07-18 15:27:01+02",73,1658150817,1658150821,4,18.25,9091785724400854.0,9091793412142272.0,1.330684931506849,1.86,0.79,0.25272035910997714,0.06386757990867581,0,0,0,2954,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:26:59+02","2022-07-18 15:27:02+02",70,1658150819,1658150822,3,23.333333333333332,9091787524235054.0,9091794407824374.0,0.5261428571428572,1.37,0.17,0.24108025518692688,0.05811968944099379,0,0,0,2917,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:01+02","2022-07-18 15:27:03+02",40,1658150821,1658150823,2,20,9091789324059516.0,9091795384466316.0,0.15950000000000006,0.19,0.14,0.009594335935919804,9.205128205128215e-05,0,0,0,3009,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:02+02","2022-07-18 15:27:04+02",40,1658150822,1658150824,2,20,9091790325021444.0,9091796401365846.0,0.21250000000000005,0.37,0.15,0.05943106327545622,0.003532051282051281,0,0,0,2952,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:03+02","2022-07-18 15:27:05+02",36,1658150823,1658150825,2,18,9091791324540784.0,9091797364886654.0,0.17305555555555557,0.25,0.14,0.027549378467912014,0.0007589682539682541,0,0,0,2980,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:04+02","2022-07-18 15:27:06+02",44,1658150824,1658150826,2,22,9091792224234780.0,9091798394719140.0,0.1972727272727273,0.31,0.14,0.05195542080022586,0.002699365750528542,0,0,0,2860,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:05+02","2022-07-18 15:27:07+02",36,1658150825,1658150827,2,18,9091793324886216.0,9091799424113852.0,0.19055555555555556,0.3,0.15,0.04478165724263479,0.002005396825396825,0,0,0,2896,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:06+02","2022-07-18 15:27:08+02",44,1658150826,1658150828,2,22,9091794224330740.0,9091800390489120.0,0.1754545454545455,0.28,0.15,0.030912821563194234,0.0009556025369978864,0,0,0,2967,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:07+02","2022-07-18 15:27:09+02",40,1658150827,1658150829,2,20,9091795324488356.0,9091801398957478.0,0.21499999999999994,0.32,0.16,0.04930283187372943,0.0024307692307692307,0,0,0,2985,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:08+02","2022-07-18 15:27:10+02",36,1658150828,1658150830,2,18,9091796324090382.0,9091802285614738.0,0.16638888888888886,0.18,0.15,0.007983117106128328,6.373015873015874e-05,0,0,0,2937,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:09+02","2022-07-18 15:27:11+02",44,1658150829,1658150831,2,22,9091797224751428.0,9091803385673804.0,0.20909090909090916,0.3,0.15,0.0470436799412009,0.002213107822410148,0,0,0,3024,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:10+02","2022-07-18 15:27:12+02",38,1658150830,1658150832,2,19,9091798324986668.0,9091804358361016.0,0.18657894736842115,0.31,0.15,0.0473215747487323,0.0022393314366998584,0,0,0,2778,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:11+02","2022-07-18 15:27:13+02",42,1658150831,1658150833,2,21,9091799324225820.0,9091805389472344.0,0.19095238095238104,0.31,0.15,0.044547016752077485,0.001984436701509872,0,0,0,2969,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:12+02","2022-07-18 15:27:14+02",36,1658150832,1658150834,2,18,9091800324841136.0,9091806422853332.0,0.20527777777777778,0.3,0.15,0.04849071257827838,0.0023513492063492055,0,0,0,2872,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:13+02","2022-07-18 15:27:15+02",44,1658150833,1658150835,2,22,9091801224314444.0,9091807392510732.0,0.1777272727272728,0.28,0.14,0.0378407702097014,0.001431923890063425,0,0,0,3020,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:14+02","2022-07-18 15:27:16+02",36,1658150834,1658150836,2,18,9091802324885392.0,9091808371491116.0,0.26055555555555554,0.4,0.15,0.061176300006944545,0.0037425396825396828,0,0,0,2726,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:15+02","2022-07-18 15:27:17+02",44,1658150835,1658150837,2,22,9091803224331820.0,9091809389990980.0,0.19590909090909092,0.25,0.14,0.030827214028123412,0.0009503171247357289,0,0,0,2996,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:16+02","2022-07-18 15:27:18+02",40,1658150836,1658150838,2,20,9091804324838678.0,9091810380740276.0,0.18800000000000003,0.28,0.15,0.034950514467436126,0.0012215384615384618,0,0,0,3017,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:17+02","2022-07-18 15:27:19+02",38,1658150837,1658150839,2,19,9091805324513346.0,9091811423531656.0,0.19447368421052638,0.29,0.15,0.03366748117638809,0.0011334992887624463,0,0,0,3021,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:18+02","2022-07-18 15:27:20+02",42,1658150838,1658150840,2,21,9091806224392192.0,9091812383304392.0,0.1754761904761905,0.24,0.14,0.030778705099022443,0.0009473286875725901,0,0,0,2956,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:19+02","2022-07-18 15:27:21+02",36,1658150839,1658150841,2,18,9091807325017444.0,9091813374990788.0,0.20361111111111116,0.27,0.15,0.03481812153608503,0.0012123015873015883,0,0,0,3015,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:20+02","2022-07-18 15:27:22+02",40,1658150840,1658150842,2,20,9091808224228908.0,9091814361868980.0,0.22075000000000009,0.37,0.15,0.07158955302670987,0.005125064102564105,0,0,0,2922,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:21+02","2022-07-18 15:27:23+02",44,1658150841,1658150843,2,22,9091809224872488.0,9091815387379130.0,0.20704545454545453,0.27,0.15,0.03776177133301864,0.0014259513742071884,0,0,0,3015,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:22+02","2022-07-18 15:27:24+02",36,1658150842,1658150844,2,18,9091810324430894.0,9091816357703240.0,0.2516666666666667,0.38,0.16,0.07040698017343777,0.0049571428571428605,0,0,0,2972,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:23+02","2022-07-18 15:27:25+02",44,1658150843,1658150845,2,22,9091811224465056.0,9091817380634046.0,0.253409090909091,0.43,0.15,0.09210568201592911,0.008483456659619448,0,0,0,3006,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:24+02","2022-07-18 15:27:26+02",37,1658150844,1658150846,2,18.5,9091812324727462.0,9091818426451946.0,0.19189189189189196,0.25,0.15,0.03160852889805376,0.0009990990990990996,0,0,0,2913,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:25+02","2022-07-18 15:27:27+02",43,1658150845,1658150847,2,21.5,9091813224584568.0,9091819383665726.0,0.1865116279069768,0.28,0.15,0.04052534309541509,0.0016423034330011073,0,0,0,2964,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:26+02","2022-07-18 15:27:28+02",40,1658150846,1658150848,2,20,9091814324198310.0,9091820409228198.0,0.268,0.46,0.15,0.0986628550892329,0.00973435897435897,0,0,0,2901,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:27+02","2022-07-18 15:27:29+02",40,1658150847,1658150849,2,20,9091815324416908.0,9091821377994248.0,0.15975000000000006,0.17,0.14,0.007333624702836348,5.37820512820515e-05,0,0,0,2827,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:28+02","2022-07-18 15:27:30+02",40,1658150848,1658150850,2,20,9091816324591564.0,9091822389693594.0,0.2125,0.29,0.14,0.040871907473383484,0.001670512820512821,0,0,0,3014,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:29+02","2022-07-18 15:27:31+02",37,1658150849,1658150851,2,18.5,9091817324203714.0,9091823424326996.0,0.1718918918918919,0.24,0.14,0.026440482202469362,0.000699099099099099,0,0,0,2992,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:30+02","2022-07-18 15:27:32+02",43,1658150850,1658150852,2,21.5,9091818225015716.0,9091824405331340.0,0.20488372093023258,0.3,0.15,0.04090477286292988,0.0016732004429678847,0,0,0,2961,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:31+02","2022-07-18 15:27:33+02",37,1658150851,1658150853,2,18.5,9091819325022260.0,9091825424830340.0,0.18189189189189198,0.27,0.15,0.035106017040280046,0.001232432432432433,0,0,0,3013,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:32+02","2022-07-18 15:27:34+02",43,1658150852,1658150854,2,21.5,9091820224751578.0,9091826381002030.0,0.1927906976744186,0.33,0.15,0.04929626574263337,0.0024301218161683286,0,0,0,3010,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:33+02","2022-07-18 15:27:35+02",35,1658150853,1658150855,2,17.5,9091821324600296.0,9091827386697482.0,0.2017142857142858,0.33,0.14,0.053053009799063196,0.0028146218487394956,0,0,0,2859,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:34+02","2022-07-18 15:27:36+02",45,1658150854,1658150856,2,22.5,9091822126517832.0,9091828395000860.0,0.18066666666666675,0.32,0.15,0.042017312449210094,0.0017654545454545457,0,0,0,2849,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:35+02","2022-07-18 15:27:37+02",40,1658150855,1658150857,2,20,9091823324905394.0,9091829405219674.0,0.20050000000000012,0.3,0.15,0.040443059053946774,0.001635641025641026,0,0,0,2959,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:36+02","2022-07-18 15:27:38+02",40,1658150856,1658150858,2,20,9091824324195678.0,9091830382968508.0,0.15975000000000003,0.18,0.14,0.008002403485107558,6.40384615384616e-05,0,0,0,2988,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:37+02","2022-07-18 15:27:39+02",40,1658150857,1658150859,2,20,9091825324530788.0,9091831380756182.0,0.2000000000000001,0.28,0.15,0.03748503975092204,0.001405128205128205,0,0,0,3016,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:38+02","2022-07-18 15:27:40+02",37,1658150858,1658150860,2,18.5,9091826324744700.0,9091832291566408.0,0.15945945945945955,0.17,0.15,0.008146555490903297,6.636636636636665e-05,0,0,0,2965,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:39+02","2022-07-18 15:27:41+02",43,1658150859,1658150861,2,21.5,9091827226003568.0,9091833424207376.0,0.2123255813953489,0.31,0.16,0.03584604708912597,0.0012849390919158362,0,0,0,3004,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:40+02","2022-07-18 15:27:42+02",40,1658150860,1658150862,2,20,9091828324238304.0,9091834385846394.0,0.16725000000000007,0.22,0.14,0.021481954263389523,0.0004614743589743593,0,0,0,3023,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:41+02","2022-07-18 15:27:43+02",40,1658150861,1658150863,2,20,9091829324441828.0,9091835399156988.0,0.21299999999999994,0.31,0.16,0.04967587249049892,0.002467692307692308,0,0,0,3018,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:42+02","2022-07-18 15:27:44+02",36,1658150862,1658150864,2,18,9091830324911712.0,9091836397496934.0,0.1863888888888889,0.3,0.15,0.04106808129907339,0.0016865873015873018,0,0,0,3003,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:43+02","2022-07-18 15:27:45+02",44,1658150863,1658150865,2,22,9091831224251444.0,9091837383508832.0,0.1868181818181819,0.31,0.14,0.04413366206026749,0.0019477801268498937,0,0,0,2989,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:44+02","2022-07-18 15:27:46+02",36,1658150864,1658150866,2,18,9091832324570724.0,9091838390096104.0,0.19583333333333341,0.26,0.14,0.041909767017111556,0.0017564285714285715,0,0,0,2831,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:45+02","2022-07-18 15:27:47+02",44,1658150865,1658150867,2,22,9091833224899646.0,9091839408605524.0,0.20204545454545456,0.32,0.16,0.04168428098437026,0.0017375792811839322,0,0,0,2987,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:46+02","2022-07-18 15:27:48+02",40,1658150866,1658150868,2,20,9091834324689924.0,9091840381299920.0,0.21175000000000002,0.3,0.15,0.04471490888868137,0.001999423076923076,0,0,0,2992,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:47+02","2022-07-18 15:27:49+02",37,1658150867,1658150869,2,18.5,9091835324498432.0,9091841420957500.0,0.16081081081081086,0.2,0.15,0.009538919802105007,9.099099099099103e-05,0,0,0,2976,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:48+02","2022-07-18 15:27:50+02",43,1658150868,1658150870,2,21.5,9091836224880396.0,9091842415827086.0,0.2258139534883722,0.33,0.15,0.045577383600888574,0.0020772978959025467,0,0,0,2971,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:49+02","2022-07-18 15:27:51+02",36,1658150869,1658150871,2,18,9091837324820358.0,9091843364430236.0,0.18055555555555558,0.24,0.15,0.023657610608058866,0.0005596825396825394,0,0,0,2949,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:50+02","2022-07-18 15:27:52+02",44,1658150870,1658150872,2,22,9091838225012204.0,9091844379196900.0,0.1956818181818182,0.31,0.14,0.04587129250072537,0.0021041754756871037,0,0,0,2969,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:51+02","2022-07-18 15:27:53+02",36,1658150871,1658150873,2,18,9091839324499528.0,9091845424373076.0,0.2544444444444445,0.45,0.15,0.09964062408603214,0.009928253968253966,0,0,0,3011,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:52+02","2022-07-18 15:27:54+02",44,1658150872,1658150874,2,22,9091840224386908.0,9091846386600588.0,0.18500000000000005,0.29,0.14,0.041118094245947305,0.0016906976744186046,0,0,0,2999,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:53+02","2022-07-18 15:27:55+02",35,1658150873,1658150875,2,17.5,9091841324134576.0,9091847333119998.0,0.29228571428571437,0.46,0.14,0.09452935162862236,0.00893579831932773,0,0,0,2714,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:54+02","2022-07-18 15:27:56+02",45,1658150874,1658150876,2,22.5,9091842224404100.0,9091848393560262.0,0.22888888888888895,0.38,0.15,0.0711982578381797,0.005069191919191917,0,0,0,2880,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:55+02","2022-07-18 15:27:57+02",39,1658150875,1658150877,2,19.5,9091843324459280.0,9091849407587012.0,0.20205128205128212,0.29,0.15,0.036933759138524806,0.0013641025641025646,0,0,0,3018,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:56+02","2022-07-18 15:27:58+02",41,1658150876,1658150878,2,20.5,9091844324628142.0,9091850387580368.0,0.16195121951219518,0.24,0.14,0.015527316605763205,0.00024109756097560978,0,0,0,3008,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:57+02","2022-07-18 15:27:59+02",37,1658150877,1658150879,2,18.5,9091845324746284.0,9091851411499722.0,0.30972972972972973,0.54,0.15,0.12410762548168709,0.015402702702702708,0,0,0,3025,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:58+02","2022-07-18 15:28:00+02",42,1658150878,1658150880,2,21,9091846225782948.0,9091852394281062.0,0.17214285714285718,0.31,0.15,0.028587539011946824,0.0008172473867595815,0,0,0,2941,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:27:59+02","2022-07-18 15:28:01+02",41,1658150879,1658150881,2,20.5,9091847224713296.0,9091853382633076.0,0.22585365853658537,0.32,0.15,0.05445069374012132,0.0029648780487804872,0,0,0,2940,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:28:00+02","2022-07-18 15:28:02+02",37,1658150880,1658150882,2,18.5,9091848324748820.0,9091854342512714.0,0.1686486486486487,0.27,0.15,0.026263849485362766,0.0006897897897897901,0,0,0,3007,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:28:01+02","2022-07-18 15:28:03+02",43,1658150881,1658150883,2,21.5,9091849225737414.0,9091855391363610.0,0.20837209302325582,0.32,0.15,0.05126635546494218,0.002628239202657807,0,0,0,2875,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:28:02+02","2022-07-18 15:28:04+02",36,1658150882,1658150884,2,18,9091850324177232.0,9091856373813692.0,0.1766666666666667,0.28,0.14,0.0316227766016838,0.0010000000000000002,0,0,0,2917,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:28:03+02","2022-07-18 15:28:05+02",44,1658150883,1658150885,2,22,9091851224539260.0,9091857389341076.0,0.20818181818181813,0.31,0.14,0.058638535122123386,0.0034384778012684983,0,0,0,2930,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:28:04+02","2022-07-18 15:28:06+02",35,1658150884,1658150886,2,17.5,9091852324859496.0,9091858415777898.0,0.19057142857142867,0.3,0.15,0.046459524265299826,0.0021584873949579836,0,0,0,2900,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:28:05+02","2022-07-18 15:28:07+02",45,1658150885,1658150887,2,22.5,9091853225122056.0,9091859398320496.0,0.1864444444444445,0.32,0.14,0.04637571639023025,0.002150707070707071,0,0,0,2970,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:28:06+02","2022-07-18 15:28:08+02",32,1658150886,1658150888,2,16,9091854324960532.0,9091860348875432.0,0.20218750000000005,0.33,0.15,0.053323986916257136,0.002843447580645162,0,0,0,2592,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:28:07+02","2022-07-18 15:28:09+02",48,1658150887,1658150889,2,24,9091855126322292.0,9091861381533484.0,0.1997916666666667,0.43,0.14,0.0650855274736621,0.0042361258865248235,0,0,0,2955,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:28:08+02","2022-07-18 15:28:10+02",39,1658150888,1658150890,2,19.5,9091856324110740.0,9091862413119490.0,0.2243589743589744,0.33,0.16,0.04381749661318744,0.001919973009446693,0,0,0,2972,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:28:09+02","2022-07-18 15:28:11+02",41,1658150889,1658150891,2,20.5,9091857226004004.0,9091863406418004.0,0.16609756097560982,0.21,0.14,0.01626008130060976,0.0002643902439024392,0,0,0,2832,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:28:10+02","2022-07-18 15:28:12+02",40,1658150890,1658150892,2,20,9091858324905908.0,9091864392473872.0,0.21450000000000005,0.32,0.14,0.0416917872992407,0.0017382051282051282,0,0,0,3015,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
"2022-07-18 15:28:11+02","2022-07-18 15:28:13+02",37,1658150891,1658150893,2,18.5,9091859324391698.0,9091865367696150.0,0.15756756756756765,0.17,0.14,0.008629859470146353,7.447447447447468e-05,0,0,0,2821,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10"
